id_arbol,especie,latitud,longitud
1,Plátano de sombra,37.374836898216,-5.9351002195713045
2,Olmo,37.36994945154777,-6.0060134405721675
3,Jacaranda,37.35113846950034,-5.984936839731915
4,Plátano de sombra,37.40287200041218,-5.943773517208484
5,Naranjo amargo,37.38719489926103,-5.967328385211818
6,Naranjo amargo,37.43388411907888,-5.933985764977464
7,Naranjo amargo,37.33385314965785,-5.905042972841029
8,Palmera datilera,37.40726415130661,-6.014848930597025
9,Jacaranda,37.42155386542139,-5.937756196868253
10,Jacaranda,37.4211383883026,-6.000055259767826
11,Naranjo amargo,37.43632887605146,-5.9761180254370165
12,Olmo,37.41748404913954,-6.025727845646632
13,Palmera datilera,37.44133720739772,-6.012332040301949
14,Naranjo amargo,37.369918791978506,-5.988428952423643
15,Naranjo amargo,37.39038513001019,-5.985541845312563
16,Naranjo amargo,37.33168955959395,-5.913053921859928
17,Naranjo amargo,37.33083491047639,-5.9335643217953535
18,Plátano de sombra,37.35881519445418,-5.903616214135685
19,Plátano de sombra,37.342096863656685,-5.952120703656419
20,Naranjo amargo,37.36122536415229,-5.998577214828129
21,Jacaranda,37.35124519534341,-5.987404846110187
22,Naranjo amargo,37.33342240298064,-5.988421329972044
23,Naranjo amargo,37.439116497568726,-5.987555737403778
24,Plátano de sombra,37.33098677576667,-5.942514657495464
25,Plátano de sombra,37.41832985732045,-5.9609949693482465
26,Jacaranda,37.34825774643034,-5.979894856848737
27,Naranjo amargo,37.439467554639954,-6.010618330065267
28,Plátano de sombra,37.437135512750785,-6.027121908817521
29,Plátano de sombra,37.40846813756431,-6.001551491913601
30,Naranjo amargo,37.41066809797607,-6.016028717484072
31,Jacaranda,37.33064069703636,-5.927892145989209
32,Naranjo amargo,37.44818458793363,-6.015375265484195
33,Naranjo amargo,37.4353399124291,-5.935850329150112
34,Olmo,37.43741274708761,-5.97986437032911
35,Olmo,37.40910934444611,-6.02046080933331
36,Palmera datilera,37.37137443143855,-5.924345093573894
37,Naranjo amargo,37.43723783789086,-5.954648025869241
38,Naranjo amargo,37.36498203137814,-5.999351003327736
39,Jacaranda,37.397525385201064,-5.9136914473367534
40,Plátano de sombra,37.34196771668127,-6.024116419196829
41,Naranjo amargo,37.44063467561593,-6.003763450934291
